correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,energy_0,energy_45,energy_90,energy_135,label
0.9866439949834376,0.9770753951418266,0.9872542975750797,0.9841121776207107,0.7089159654362032,0.6627502461131866,0.7176461222921877,0.6664248794658413,47.76020445418045,82.1752066115707,45.57780211756117,56.951258034894686,0.42782931511925554,0.4216830546466492,0.42871198070588934,0.4221961958114591,1
0.9880478680579728,0.9800609191446664,0.9901702241689107,0.9855243118358444,0.7067896510686283,0.6652531360719898,0.7119178293031796,0.663264880602954,42.6265790434465,71.28293847566611,35.05732018985037,51.751111111111165,0.42515901929096983,0.4194527255364709,0.4261113576119528,0.41949839147429985,1
0.9875736672942874,0.9806305754746264,0.99091671095491,0.9848447437456215,0.7060135749373291,0.6669676071233881,0.7099088090269468,0.6624230978243432,44.314713399050646,69.2415794306707,32.39277108433726,54.176822773186586,0.4248448083886828,0.41935802803288746,0.4256715404678083,0.4188273095823962,1
0.9872288749807095,0.9813637979127575,0.9914956620096252,0.9838731030434206,0.7045447647267834,0.6687089520024855,0.7087625989058304,0.6628719429969135,45.54874041621021,66.62685032139613,30.33106973347927,57.655757575757804,0.4249346996253649,0.4197619511364564,0.4256589089149843,0.41892715431363964,1
0.9868062018993551,0.9820225560844619,0.991545959975583,0.9825389061977393,0.7028929718062193,0.6719530687550193,0.707711474611304,0.6645222290010481,47.06506024096374,64.28466483011968,30.15772179627596,62.438273645546545,0.42505254414639687,0.42034594939473513,0.4257963977057824,0.4192304350290943,1
0.987789173133993,0.9842639171675802,0.9918097819567162,0.9827769825351823,0.7066896818333708,0.6724625535184906,0.706304392982364,0.6667083306102133,43.54928806133634,56.267217630854226,29.226067907995567,61.58402203856789,0.42594602896430606,0.421739336770856,0.4264534221682165,0.42041554002859743,1
0.9886745701358511,0.9860305120641785,0.9915783956904386,0.9826210657825563,0.7082327648436533,0.6706271371942176,0.7054153320558332,0.6660353457293826,40.387440671777945,49.946446280991836,30.04994523548741,62.136565656566034,0.42762899029265633,0.42350526075260403,0.42741849075474986,0.42197423628249997,1
0.9884328491413139,0.986031525694346,0.9907523126250906,0.9811107304274375,0.7127572123243693,0.6719151112709691,0.707565024918079,0.6654180671626081,41.26944140197156,49.96837465564762,32.99229645856147,67.57116620753025,0.42808036252056664,0.4235911067733431,0.42771992862315905,0.42233100865633044,1
0.9887789102269519,0.9861283442969065,0.9897614086955429,0.9802296077264983,0.7144264745514448,0.6708053795906155,0.7058262614714992,0.6631827732132504,40.022745527564766,49.60323232323232,36.51621029572837,70.69634527089119,0.42763033219610885,0.42238454850932466,0.4268542825662976,0.42145203600650216,1
0.9874858594273126,0.9838347766921146,0.986517622428522,0.9769232455689633,0.7160414627774622,0.6674222760472135,0.7084211595199452,0.6642961649708146,44.74888645491048,57.94453627180901,48.21117196056953,82.71904499540922,0.4299688459915406,0.42333588441775216,0.42904412884588106,0.423062728001826,1
0.9902201888808444,0.985627506741662,0.9881653031869133,0.980076846816143,0.711827310636949,0.6629267924215578,0.7059173602750101,0.6627299901964314,34.875794085432574,51.377263544536774,42.203723986856595,71.21917355371927,0.4262287087148365,0.4194358780665443,0.4251925951183736,0.41952330852432895,1
0.9908973344176013,0.9847324431601845,0.9874255284989005,0.9804501836456444,0.7098738635446149,0.6617792564785112,0.7033431390216445,0.6666098522555562,32.466155531215726,54.585491276400354,44.848922964585626,69.89568411386612,0.4258432227417043,0.41915951625670494,0.4249675584261413,0.4196087337225518,1
0.991412804426545,0.9838893709698883,0.9871986132569859,0.9813754114106248,0.7084541045620469,0.6613983969422124,0.7036388807926311,0.6681529377682006,30.626433004746236,57.59735537190099,45.65644395764873,66.58505050505089,0.42580428101886825,0.41909832851291307,0.42496674133913676,0.41978980693032103,1
0.991587758434938,0.9836881350420855,0.9879939665262096,0.9832027734566412,0.7092594189767962,0.6654124804986967,0.704450443601114,0.6731783207686816,30.006790799561813,58.307584940312324,42.8124132895218,60.042534435262,0.42562651296390236,0.419794356180853,0.4256815757677462,0.421011850709521,1
0.9920858371327816,0.9848061043488501,0.9895377023193612,0.9861731088705991,0.7073391959049569,0.6689984915151027,0.7070542344952329,0.6750856478098193,28.172727272727244,54.20888888888932,37.230887185104024,49.33168044077143,0.4275004691058719,0.42203261265829967,0.42752680701587487,0.42353829760324635,1
0.991858759246099,0.984283929175242,0.9898380616662611,0.9868861567842948,0.708238491064126,0.667771969762529,0.7118606734597853,0.673977694098469,29.015334063526847,56.14431588613454,36.20770354143845,46.84808080808077,0.42922154664156664,0.4240306834880139,0.4296374321319069,0.4254951590693899,1
0.990828607070253,0.9812041399257094,0.9884859689062434,0.9861029915530568,0.7057080845305843,0.6659755813531507,0.7138069524871558,0.6726744755424713,32.751150054764395,67.30369146005562,41.120153340635156,49.76202020202088,0.42892134122245806,0.4238630457593687,0.4297783453994382,0.4251595792983017,1
0.9898575529555421,0.9806766549151416,0.9892231844316773,0.986534103974357,0.7064930667665402,0.6649923850245798,0.7170778043766943,0.6698421917173034,36.19569185834243,69.1464095500462,38.4648046732383,48.18618916437097,0.42800051570057845,0.4231245668680709,0.4290699510538956,0.42389858740489134,1
0.9864728882669015,0.9773961310541108,0.9878491427474188,0.9842842941192875,0.7088403918827395,0.6656801090544424,0.7166701449290588,0.667550103515266,48.37743702081044,81.0534435261715,43.465352318364324,56.35371900826456,0.42902148585475697,0.4238165123020533,0.43081009088363365,0.4242500581681525,1
0.9881573909384752,0.980240353754068,0.99032272853386,0.9857125948013872,0.7043049561589163,0.6643039252633767,0.7114017471826753,0.6631011133344993,42.22146768893745,70.61715335169899,34.50156991602768,51.06042240587698,0.42529183831868506,0.419606365657215,0.4263225432022279,0.41957085513172404,1
0.9875473186760948,0.9806222079184017,0.9910386010375969,0.9847711454283214,0.7032362919751172,0.6647092390387177,0.7088349058068576,0.6623943046968448,44.408981380065676,69.27191919191961,31.958305951076994,54.44025711662091,0.42484370947311595,0.4194232052288846,0.42576559558483446,0.419009310524711,1
0.987189934919614,0.9813675260934429,0.9913963841389468,0.9838273849533975,0.7028320070386144,0.6688793345570165,0.7091128406863376,0.6630478775893481,45.69076305220889,66.61818181818205,30.68725812340261,57.82325068870545,0.4249181100707992,0.41972837918626293,0.42573529453601694,0.4189587488178069,1
0.9879583864490494,0.9832473864607828,0.9915969921330026,0.9837500762652157,0.7050129915927531,0.6724862601213508,0.7073542480204336,0.6643652602583106,42.93603504928802,59.87775941230496,29.97144943409996,58.081028466483524,0.4256094242200338,0.42069216310260177,0.42552181816957924,0.419604106095651,1
0.9896433330026547,0.9859658676816506,0.9919645108765014,0.9846100861210042,0.7068841774614163,0.6733548966327154,0.7070551669525136,0.6661767257699979,36.845198977729,50.04907254361817,28.592186929536275,54.8841138659322,0.42723450708070804,0.4222201747745856,0.42633738822220957,0.420911034851266,1
0.9897630994478056,0.9863147392301213,0.991297895264794,0.9837500358662572,0.7113391073369821,0.6728749004697977,0.7062752341247469,0.6656390038798599,36.47064622124855,48.87522497704337,31.005366922234373,58.034747474748016,0.4283686445334358,0.4236315407514892,0.4273268098310264,0.4221126718242371,1
0.9884292474644736,0.9856746327740374,0.990426673683834,0.9808063611918932,0.7138578001278733,0.6713811739074778,0.70511213681722,0.6665773437469524,41.31142752829504,51.27070707070731,34.16995253742229,68.694325068871,0.4296132015858293,0.42428036354592585,0.42792091174475577,0.4230769189751876,1
0.9891412244773353,0.9863485104103012,0.989570848414073,0.9804213991195726,0.7158180809621298,0.6689290973771098,0.7061370749831617,0.663439443696046,38.76232201533402,48.84958677685958,37.21832785688195,70.05876951331547,0.428850529672117,0.4227274848666843,0.4269299290051491,0.42180900138066085,1
0.9878700102277072,0.9845790946532376,0.9867607859621083,0.9776355981189112,0.7177626927922797,0.6689972157197497,0.7077704339285635,0.6656229837737295,43.38565169769992,55.290101010101274,47.342314713398984,80.18530762167173,0.429959373460912,0.4234236582520932,0.4281776514686892,0.42304858359229447,1
0.9903564340415705,0.9856210479357267,0.9881293588901964,0.9801963690149037,0.7118298946311874,0.664533921198213,0.7054478663884176,0.6633758908686732,34.382548375319445,51.38931129476585,42.322818546914846,70.7767125803493,0.42586508476584406,0.4191612583920803,0.42494475546297317,0.4191710777845965,1
0.9909712370415152,0.9848797400230177,0.9876287100726644,0.9807304361479001,0.709401712017142,0.6622117303972365,0.7053263142886111,0.6671982803488476,32.192844103687484,54.04246097337019,44.11091639284403,68.87280073461915,0.42587602161689486,0.4191126770575704,0.42500862796260636,0.4197152539040515,1
0.9914350562367191,0.9837681008778832,0.9871646835260618,0.9813274734866567,0.707910887156076,0.6626212668881818,0.7039576392359714,0.6691270773191633,30.548813435560405,58.034233241506264,45.780065717415106,66.76025711662103,0.42558622499173626,0.4188879362319923,0.42489763455877566,0.41968536067296974,1
0.9916391328999122,0.9826058060300908,0.9868660973477957,0.982094907578589,0.7081496346435013,0.6646416542160749,0.7040919046471978,0.6724978317739785,29.824607520993005,62.19746556473846,46.85082146768884,64.02431588613426,0.42547804910703446,0.41891119714888186,0.4249960214006385,0.4200672194472751,1
0.9915392543137538,0.98255289844452,0.9877663052182523,0.9840418719975071,0.7059663141532182,0.6659395962959116,0.7063611928998683,0.6728579032146984,30.181380065717352,62.36440771349884,43.6239868565169,57.04209366391201,0.42592752831999586,0.42001057352553106,0.42622195207218905,0.42137566628908824,1
0.9909713537140618,0.9820762981722554,0.9885502402782824,0.9854624413396945,0.7046160107314082,0.6651615747650501,0.7090068831768508,0.6705688619597846,32.20609711573561,64.06416896235125,40.82526469514421,51.961175390266526,0.4264441403643407,0.4210274174266676,0.42705401490456096,0.42238792152519583,1
0.9903781596102793,0.9807438630883761,0.9884030601515528,0.9856296887807922,0.7062217720959669,0.6639333776372317,0.712691228737468,0.6698588350611052,34.31383716684918,68.85627180899964,41.36830960204456,51.3854912764006,0.42620112714741426,0.4208090382354132,0.42744534669728673,0.4221231424910461,1
0.9896298121312266,0.9800482786972315,0.988812133208393,0.9859774199230782,0.7042909594200804,0.661812752754928,0.7136467213576205,0.6683162799867319,36.98225629791897,71.33832874196519,39.90638919313624,50.138402203857005,0.4256215224889934,0.4202301381809064,0.4272111597505545,0.4211182025972913,1
0.9866439949834376,0.9841121776207107,0.9872542975750797,0.9770753951418266,0.7089159654362032,0.6664248794658413,0.7176461222921877,0.6627502461131866,47.76020445418045,56.951258034894686,45.57780211756117,82.1752066115707,0.42782931511925554,0.4221961958114591,0.42871198070588934,0.4216830546466492,1
0.9866439949834376,0.9844208221352331,0.9875613179874557,0.9773851027273454,0.7089159654362032,0.6671878650468637,0.7184045115745292,0.6635132316942087,47.76020445418045,55.8533333333337,44.48649142022638,81.07728191000967,0.42782931511925554,0.42296526540803625,0.42947593528903905,0.4224520204764132,1
0.9866439949834376,0.9773851027273454,0.9875613179874557,0.9844208221352331,0.7089159654362032,0.6635132316942087,0.7184045115745292,0.6671878650468637,47.76020445418045,81.07728191000967,44.48649142022638,55.8533333333337,0.42782931511925554,0.4224520204764132,0.42947593528903905,0.42296526540803625,1
0.9941824510031692,0.9915314278189902,0.9938693380880275,0.9885241434209916,0.7422279109496519,0.7219766257719056,0.7521994103819556,0.7158426184381932,20.62694414019708,30.121946740128394,21.73713033953981,40.81858585858566,0.5236767963164746,0.519380018502313,0.5249024647901215,0.5194322349382922,1
0.9949789185125957,0.9920467944576131,0.9941987544982783,0.9894999256804978,0.7439359491722947,0.7213066173760446,0.7531993962634411,0.7124903577355157,17.779992698064877,28.252268135904394,20.542606790799418,37.299540863177064,0.5226998068742837,0.5185693084531209,0.523931884974979,0.5179983011693167,1
0.995251771340203,0.991704253161828,0.9939825741855282,0.9897220932643347,0.7470116043424768,0.721959444314524,0.7504475458232687,0.7117645042632361,16.811171960569464,29.46446280991723,21.304782767433256,36.504609733700555,0.522904145789696,0.518816559418107,0.5238694633113397,0.5175999080458156,1
0.9954135190494002,0.991171117607615,0.9938443490706439,0.9899886375626649,0.750087867981641,0.7240821195359064,0.7500204972428787,0.7107402402418962,16.240233661920332,31.361395775941087,21.79649507119374,35.5617263544534,0.5230281436087164,0.5189173350589283,0.5237315986591895,0.5173061335307684,1
0.9955215835809118,0.9906064938813989,0.9938186275163283,0.9903607773784624,0.7541517969480951,0.7241728780153596,0.7507792641290598,0.7134418148789669,15.855932822197802,33.36352617079887,21.885286600949012,34.23625344352604,0.522164398422219,0.5181718581611001,0.5224593437263946,0.5159971015021219,1
0.9954855895637569,0.9901460804475207,0.9939505860718447,0.9908811351717145,0.7529828367258704,0.7233382343066046,0.7471183851956321,0.7125064237900529,15.983497626871051,34.999081726354476,21.418254837531737,32.38831955922863,0.5234324942247108,0.5190457700044607,0.5232013134894002,0.5172809104246758,1
0.9953591589309347,0.9897664406241116,0.9940927233368765,0.991366631695495,0.7531438438713058,0.7202088920107982,0.7461802499660755,0.716842088866315,16.43468419131058,36.35533516988066,20.91953267615908,30.670560146923638,0.5235761970596187,0.5188627604069022,0.5228746666927458,0.5172807324162727,1
0.9950806125286442,0.9893986112401737,0.9942061120382014,0.9916903668694719,0.7549024052800333,0.7182639737627359,0.7447311578869862,0.717753224685462,17.41913106973338,37.65781450872351,20.515662650602355,29.51713498622583,0.5238161583198253,0.5189433053722806,0.5228652756810017,0.5176861947388469,1
0.994788985260412,0.9893259129190961,0.994455695595434,0.9920456845102277,0.7559640594288239,0.7175209478873241,0.7425499060840013,0.7234300914966811,18.45271997079209,37.91801652892551,19.632931726907547,28.25645546372814,0.5240223194599055,0.5187921756197883,0.5226011301904514,0.5181845829217808,1
